seccion_code,seccion_desc,division_code,division_desc,group_code,group_desc,ciiu_code,ciiu_desc,infered_macrosector
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",011,Cultivos agrícolas transitorios ,0111,"Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas ",AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",011,Cultivos agrícolas transitorios ,0112,Cultivo de arroz ,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",011,Cultivos agrícolas transitorios ,0113,"Cultivo de hortalizas, raíces y tubérculos ",AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",011,Cultivos agrícolas transitorios ,0114,Cultivo de tabaco ,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",011,Cultivos agrícolas transitorios ,0115,Cultivo de plantas textiles ,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",011,Cultivos agrícolas transitorios ,0119,Otros cultivos transitorios n.c.p.,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",012,Cultivos agrícolas permanentes ,0121,Cultivo de frutas tropicales y subtropicales,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",012,Cultivos agrícolas permanentes ,0122,Cultivo de plátano y banano,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",012,Cultivos agrícolas permanentes ,0123,Cultivo de café,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",012,Cultivos agrícolas permanentes ,0124,Cultivo de caña de azúcar,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",012,Cultivos agrícolas permanentes ,0125,Cultivo de flor de corte,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",012,Cultivos agrícolas permanentes ,0126,Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",012,Cultivos agrícolas permanentes ,0127,Cultivo de plantas con las que se preparan bebidas,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",012,Cultivos agrícolas permanentes ,0128,Cultivo de especias y de plantas aromáticas y medicinales ,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",012,Cultivos agrícolas permanentes ,0129,Otros cultivos permanentes n.c.p.,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",013,"Propagación de plantas (actividades de los viveros, excepto viveros forestales) ",0130,"Propagación de plantas (actividades de los viveros, excepto viveros forestales) ",AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",014,Ganadería ,0141,Cría de ganado bovino y bufalino,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",014,Ganadería ,0142,Cría de caballos y otros equinos ,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",014,Ganadería ,0143,Cría de ovejas y cabras ,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",014,Ganadería ,0144,Cría de ganado porcino,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",014,Ganadería ,0145,Cría de aves de corral,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",014,Ganadería ,0149,Cría de otros animales n.c.p.,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",015,Explotación mixta (agrícola y pecuaria) ,0150,Explotación mixta (agrícola y pecuaria) ,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",016,"Actividades de apoyo a la agricultura y la ganadería, y actividades posteriores a la cosecha ",0161,Actividades de apoyo a la agricultura ,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",016,"Actividades de apoyo a la agricultura y la ganadería, y actividades posteriores a la cosecha ",0162,Actividades de apoyo a la ganadería,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",016,"Actividades de apoyo a la agricultura y la ganadería, y actividades posteriores a la cosecha ",0163,Actividades posteriores a la cosecha ,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",016,"Actividades de apoyo a la agricultura y la ganadería, y actividades posteriores a la cosecha ",0164,Tratamiento de semillas para propagación ,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",01,"Agricultura, ganadería, caza y actividades de servicios conexas ",017,Caza ordinaria y mediante trampas y actividades de servicios conexas ,0170,Caza ordinaria y mediante trampas y actividades de servicios conexas ,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",02,Silvicultura y extracción de madera,021,Silvicultura y otras actividades forestales,0210,Silvicultura y otras actividades forestales,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",02,Silvicultura y extracción de madera,022,Extracción de madera ,0220,Extracción de madera ,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",02,Silvicultura y extracción de madera,023,Recolección de productos forestales diferentes a la madera,0230,Recolección de productos forestales diferentes a la madera,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",02,Silvicultura y extracción de madera,024,Servicios de apoyo a la silvicultura ,0240,Servicios de apoyo a la silvicultura ,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",03,Pesca y acuicultura,031,Pesca ,0311,Pesca marítima ,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",03,Pesca y acuicultura,031,Pesca ,0312,Pesca de agua dulce ,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",03,Pesca y acuicultura,032,Acuicultura ,0321,Acuicultura marítima ,AGROPECUARIO
A,"AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA",03,Pesca y acuicultura,032,Acuicultura ,0322,Acuicultura de agua dulce,AGROPECUARIO
B,EXPLOTACIÓN DE MINAS Y CANTERAS,05,Extracción de carbón de piedra y lignito,051,Extracción de hulla (carbón de piedra),0510,Extracción de hulla (carbón de piedra),MINERO
B,EXPLOTACIÓN DE MINAS Y CANTERAS,05,Extracción de carbón de piedra y lignito,052,Extracción de carbón lignito,0520,Extracción de carbón lignito,MINERO
B,EXPLOTACIÓN DE MINAS Y CANTERAS,06,Extracción de petróleo crudo y gas natural,061,Extracción de petróleo crudo,0610,Extracción de petróleo crudo,MINERO
B,EXPLOTACIÓN DE MINAS Y CANTERAS,06,Extracción de petróleo crudo y gas natural,062,Extracción de gas natural,0620,Extracción de gas natural,MINERO
B,EXPLOTACIÓN DE MINAS Y CANTERAS,07,Extracción de minerales metalíferos,071,Extracción de minerales de hierro,0710,Extracción de minerales de hierro,MINERO
B,EXPLOTACIÓN DE MINAS Y CANTERAS,07,Extracción de minerales metalíferos,072,Extracción de minerales metalíferos no ferrosos,0721,Extracción de minerales de uranio y de torio,MINERO
B,EXPLOTACIÓN DE MINAS Y CANTERAS,07,Extracción de minerales metalíferos,072,Extracción de minerales metalíferos no ferrosos,0722,Extracción de oro y otros metales preciosos,MINERO
B,EXPLOTACIÓN DE MINAS Y CANTERAS,07,Extracción de minerales metalíferos,072,Extracción de minerales metalíferos no ferrosos,0723,Extracción de minerales de níquel,MINERO
B,EXPLOTACIÓN DE MINAS Y CANTERAS,07,Extracción de minerales metalíferos,072,Extracción de minerales metalíferos no ferrosos,0729,Extracción de otros minerales metalíferos no ferrosos n.c.p.,MINERO
B,EXPLOTACIÓN DE MINAS Y CANTERAS,08,Extracción de otras minas y canteras,081,"Extracción de piedra, arena, arcillas, cal, yeso, caolín, bentonitas y similares",0811,"Extracción de piedra, arena, arcillas comunes, yeso y anhidrita",MINERO
B,EXPLOTACIÓN DE MINAS Y CANTERAS,08,Extracción de otras minas y canteras,081,"Extracción de piedra, arena, arcillas, cal, yeso, caolín, bentonitas y similares",0812,"Extracción de arcillas de uso industrial, caliza, caolín y bentonitas",MINERO
B,EXPLOTACIÓN DE MINAS Y CANTERAS,08,Extracción de otras minas y canteras,082,"Extracción de esmeraldas, piedras preciosas y semipreciosas",0820,"Extracción de esmeraldas, piedras preciosas y semipreciosas",MINERO
B,EXPLOTACIÓN DE MINAS Y CANTERAS,08,Extracción de otras minas y canteras,089,Extracción de otros minerales no metálicos n.c.p.,0891,Extracción de minerales para la fabricación de abonos y productos químicos,MINERO
B,EXPLOTACIÓN DE MINAS Y CANTERAS,08,Extracción de otras minas y canteras,089,Extracción de otros minerales no metálicos n.c.p.,0892,Extracción de halita (sal),MINERO
B,EXPLOTACIÓN DE MINAS Y CANTERAS,08,Extracción de otras minas y canteras,089,Extracción de otros minerales no metálicos n.c.p.,0899,Extracción de otros minerales no metálicos n.c.p.,MINERO
B,EXPLOTACIÓN DE MINAS Y CANTERAS,09,Actividades de servicios de apoyo para la explotación de minas ,091,Actividades de apoyo para la extracción de petróleo y de gas natural,0910,Actividades de apoyo para la extracción de petróleo y de gas natural,MINERO
B,EXPLOTACIÓN DE MINAS Y CANTERAS,09,Actividades de servicios de apoyo para la explotación de minas ,099,Actividades de apoyo para otras actividades de explotación de minas y canteras,0990,Actividades de apoyo para otras actividades de explotación de minas y canteras,MINERO
C,INDUSTRIAS MANUFACTURERAS,10,Elaboración de productos alimenticios,101,"Procesamiento y conservación de carne, pescado, crustáceos y moluscos ",1011,Procesamiento y conservación de carne y productos cárnicos,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,10,Elaboración de productos alimenticios,101,"Procesamiento y conservación de carne, pescado, crustáceos y moluscos ",1012,"Procesamiento y conservación de pescados, crustáceos y moluscos",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,10,Elaboración de productos alimenticios,102,"Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos",1020,"Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,10,Elaboración de productos alimenticios,103,Elaboración de aceites y grasas de origen vegetal y animal,1030,Elaboración de aceites y grasas de origen vegetal y animal,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,10,Elaboración de productos alimenticios,104,Elaboración de productos lácteos,1040,Elaboración de productos lácteos,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,10,Elaboración de productos alimenticios,105,"Elaboración de productos de molinería, almidones y productos derivados del almidón",1051,Elaboración de productos de molinería,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,10,Elaboración de productos alimenticios,105,"Elaboración de productos de molinería, almidones y productos derivados del almidón",1052,Elaboración de almidones y productos derivados del almidón,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,10,Elaboración de productos alimenticios,106,Elaboración de productos de café,1061,Trilla de café,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,10,Elaboración de productos alimenticios,106,Elaboración de productos de café,1062,"Descafeinado, tostión y molienda del café",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,10,Elaboración de productos alimenticios,106,Elaboración de productos de café,1063,Otros derivados del café,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,10,Elaboración de productos alimenticios,107,Elaboración de azúcar y panela,1071,Elaboración y refinación de azúcar,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,10,Elaboración de productos alimenticios,107,Elaboración de azúcar y panela,1072,Elaboración de panela,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,10,Elaboración de productos alimenticios,108,Elaboración de otros productos alimenticios,1081,Elaboración de productos de panadería,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,10,Elaboración de productos alimenticios,108,Elaboración de otros productos alimenticios,1082,"Elaboración de cacao, chocolate y productos de confitería",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,10,Elaboración de productos alimenticios,108,Elaboración de otros productos alimenticios,1083,"Elaboración de macarrones, fideos, alcuzcuz y productos farináceos similares",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,10,Elaboración de productos alimenticios,108,Elaboración de otros productos alimenticios,1084,Elaboración de comidas y platos preparados,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,10,Elaboración de productos alimenticios,108,Elaboración de otros productos alimenticios,1089,Elaboración de otros productos alimenticios n.c.p.,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,10,Elaboración de productos alimenticios,109,Elaboración de alimentos preparados para animales,1090,Elaboración de alimentos preparados para animales,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,11,Elaboración de bebidas,110,Elaboración de bebidas,1101,"Destilación, rectificación y mezcla de bebidas alcohólicas",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,11,Elaboración de bebidas,110,Elaboración de bebidas,1102,Elaboración de bebidas fermentadas no destiladas,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,11,Elaboración de bebidas,110,Elaboración de bebidas,1103,"Producción de malta, elaboración de cervezas y otras bebidas malteadas",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,11,Elaboración de bebidas,110,Elaboración de bebidas,1104,"Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,12,Elaboración de productos de tabaco,120,Elaboración de productos de tabaco,1200,Elaboración de productos de tabaco,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,13,Fabricación de productos textiles,131,"Preparación, hilatura, tejeduría y acabado de productos textiles",1311,Preparación e hilatura de fibras textiles,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,13,Fabricación de productos textiles,131,"Preparación, hilatura, tejeduría y acabado de productos textiles",1312,Tejeduría de productos textiles,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,13,Fabricación de productos textiles,131,"Preparación, hilatura, tejeduría y acabado de productos textiles",1313,Acabado de productos textiles,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,13,Fabricación de productos textiles,139,Fabricación de otros productos textiles,1391,Fabricación de tejidos de punto y ganchillo,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,13,Fabricación de productos textiles,139,Fabricación de otros productos textiles,1392,"Confección de artículos con materiales textiles, excepto prendas de vestir",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,13,Fabricación de productos textiles,139,Fabricación de otros productos textiles,1393,Fabricación de tapetes y alfombras para pisos,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,13,Fabricación de productos textiles,139,Fabricación de otros productos textiles,1394,"Fabricación de cuerdas, cordeles, cables, bramantes y redes",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,13,Fabricación de productos textiles,139,Fabricación de otros productos textiles,1399,Fabricación de otros artículos textiles n.c.p.,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,14,Confección de prendas de vestir,141,"Confección de prendas de vestir, excepto prendas de piel",1410,"Confección de prendas de vestir, excepto prendas de piel",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,14,Confección de prendas de vestir,142,Fabricación de artículos de piel,1420,Fabricación de artículos de piel,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,14,Confección de prendas de vestir,143,Fabricación de artículos de punto y ganchillo,1430,Fabricación de artículos de punto y ganchillo,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,15,"Curtido y recurtido de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y artículos similares, y fabricación de artículos de talabartería y guarnicionería; adobo y teñido de pieles",151,"Curtido y recurtido de cueros; fabricación de artículos de viaje, bolsos de mano y artículos similares, y fabricación de artículos de talabartería y guarnicionería, adobo y teñido de pieles",1511,Curtido y recurtido de cueros; recurtido y teñido de pieles,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,15,"Curtido y recurtido de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y artículos similares, y fabricación de artículos de talabartería y guarnicionería; adobo y teñido de pieles",151,"Curtido y recurtido de cueros; fabricación de artículos de viaje, bolsos de mano y artículos similares, y fabricación de artículos de talabartería y guarnicionería, adobo y teñido de pieles",1512,"Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados en cuero, y fabricación de artículos de talabartería y guarnicionería",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,15,"Curtido y recurtido de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y artículos similares, y fabricación de artículos de talabartería y guarnicionería; adobo y teñido de pieles",151,"Curtido y recurtido de cueros; fabricación de artículos de viaje, bolsos de mano y artículos similares, y fabricación de artículos de talabartería y guarnicionería, adobo y teñido de pieles",1513,"Fabricación de artículos de viaje, bolsos de mano y artículos similares; artículos de talabartería y guarnicionería elaborados en otros materiales",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,15,"Curtido y recurtido de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y artículos similares, y fabricación de artículos de talabartería y guarnicionería; adobo y teñido de pieles",152,Fabricación de calzado,1521,"Fabricación de calzado de cuero y piel, con cualquier tipo de suela",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,15,"Curtido y recurtido de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y artículos similares, y fabricación de artículos de talabartería y guarnicionería; adobo y teñido de pieles",152,Fabricación de calzado,1522,"Fabricación de otros tipos de calzado, excepto calzado de cuero y piel",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,15,"Curtido y recurtido de cueros; fabricación de calzado; fabricación de artículos de viaje, maletas, bolsos de mano y artículos similares, y fabricación de artículos de talabartería y guarnicionería; adobo y teñido de pieles",152,Fabricación de calzado,1523,Fabricación de partes del calzado,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,16,"Transformación de la madera y fabricación de productos de madera y de corcho, excepto muebles; fabricación de artículos de cestería y espartería",161,"Aserrado, acepillado e impregnación de la madera",1610,"Aserrado, acepillado e impregnación de la madera",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,16,"Transformación de la madera y fabricación de productos de madera y de corcho, excepto muebles; fabricación de artículos de cestería y espartería",162,"Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles",1620,"Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,16,"Transformación de la madera y fabricación de productos de madera y de corcho, excepto muebles; fabricación de artículos de cestería y espartería",163,"Fabricación de partes y piezas de madera, de carpintería y ebanistería para la construcción",1630,"Fabricación de partes y piezas de madera, de carpintería y ebanistería para la construcción",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,16,"Transformación de la madera y fabricación de productos de madera y de corcho, excepto muebles; fabricación de artículos de cestería y espartería",164,Fabricación de recipientes de madera,1640,Fabricación de recipientes de madera,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,16,"Transformación de la madera y fabricación de productos de madera y de corcho, excepto muebles; fabricación de artículos de cestería y espartería",169,"Fabricación de otros productos de madera; fabricación de artículos de corcho, cestería y espartería",1690,"Fabricación de otros productos de madera; fabricación de artículos de corcho, cestería y espartería",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,17,"Fabricación de papel, cartón y productos de papel y cartón",170,"Fabricación de papel, cartón y productos de papel y cartón",1701,Fabricación de pulpas (pastas) celulósicas; papel y cartón,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,17,"Fabricación de papel, cartón y productos de papel y cartón",170,"Fabricación de papel, cartón y productos de papel y cartón",1702,"Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón.",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,17,"Fabricación de papel, cartón y productos de papel y cartón",170,"Fabricación de papel, cartón y productos de papel y cartón",1709,Fabricación de otros artículos de papel y cartón,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,18,Actividades de impresión y de producción de copias a partir de grabaciones originales ,181,Actividades de impresión y actividades de servicios relacionados con la impresión,1811,Actividades de impresión,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,18,Actividades de impresión y de producción de copias a partir de grabaciones originales ,181,Actividades de impresión y actividades de servicios relacionados con la impresión,1812,Actividades de servicios relacionados con la impresión,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,18,Actividades de impresión y de producción de copias a partir de grabaciones originales ,182,Producción de copias a partir de grabaciones originales ,1820,Producción de copias a partir de grabaciones originales ,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,19,"Coquización, fabricación de productos de la refinación del petróleo y actividad de mezcla de combustibles ",191,Fabricación de productos de hornos de coque,1910,Fabricación de productos de hornos de coque,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,19,"Coquización, fabricación de productos de la refinación del petróleo y actividad de mezcla de combustibles ",192,Fabricación de productos de la refinación del petróleo,1921,Fabricación de productos de la refinación del petróleo,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,19,"Coquización, fabricación de productos de la refinación del petróleo y actividad de mezcla de combustibles ",192,Fabricación de productos de la refinación del petróleo,1922,Actividad de mezcla de combustibles,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,20,Fabricación de sustancias y productos químicos,201,"Fabricación de sustancias químicas básicas, abonos y compuestos inorgánicos nitrogenados, plásticos y caucho sintético en formas primarias",2011,Fabricación de sustancias y productos químicos básicos,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,20,Fabricación de sustancias y productos químicos,201,"Fabricación de sustancias químicas básicas, abonos y compuestos inorgánicos nitrogenados, plásticos y caucho sintético en formas primarias",2012,Fabricación de abonos y compuestos inorgánicos nitrogenados,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,20,Fabricación de sustancias y productos químicos,201,"Fabricación de sustancias químicas básicas, abonos y compuestos inorgánicos nitrogenados, plásticos y caucho sintético en formas primarias",2013,Fabricación de plásticos en formas primarias,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,20,Fabricación de sustancias y productos químicos,201,"Fabricación de sustancias químicas básicas, abonos y compuestos inorgánicos nitrogenados, plásticos y caucho sintético en formas primarias",2014,Fabricación de caucho sintético en formas primarias,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,20,Fabricación de sustancias y productos químicos,202,Fabricación de otros productos químicos,2021,Fabricación de plaguicidas y otros productos químicos de uso agropecuario,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,20,Fabricación de sustancias y productos químicos,202,Fabricación de otros productos químicos,2022,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,20,Fabricación de sustancias y productos químicos,202,Fabricación de otros productos químicos,2023,"Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,20,Fabricación de sustancias y productos químicos,202,Fabricación de otros productos químicos,2029,Fabricación de otros productos químicos n.c.p.,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,20,Fabricación de sustancias y productos químicos,203,Fabricación de fibras sintéticas y artificiales,2030,Fabricación de fibras sintéticas y artificiales,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,21,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",210,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",2100,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,22,Fabricación de productos de caucho y de plástico,221,Fabricación de productos de caucho,2211,Fabricación de llantas y neumáticos de caucho,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,22,Fabricación de productos de caucho y de plástico,221,Fabricación de productos de caucho,2212,Reencauche de llantas usadas,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,22,Fabricación de productos de caucho y de plástico,221,Fabricación de productos de caucho,2219,Fabricación de formas básicas de caucho y otros productos de caucho n.c.p.,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,22,Fabricación de productos de caucho y de plástico,222,Fabricación de productos de plástico,2221,Fabricación de formas básicas de plástico,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,22,Fabricación de productos de caucho y de plástico,222,Fabricación de productos de plástico,2229,Fabricación de artículos de plástico n.c.p.,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,23,Fabricación de otros productos minerales no metálicos,231,Fabricación de vidrio y productos de vidrio,2310,Fabricación de vidrio y productos de vidrio,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,23,Fabricación de otros productos minerales no metálicos,239,Fabricación de productos minerales no metálicos n.c.p.,2391,Fabricación de productos refractarios,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,23,Fabricación de otros productos minerales no metálicos,239,Fabricación de productos minerales no metálicos n.c.p.,2392,Fabricación de materiales de arcilla para la construcción,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,23,Fabricación de otros productos minerales no metálicos,239,Fabricación de productos minerales no metálicos n.c.p.,2393,Fabricación de otros productos de cerámica y porcelana,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,23,Fabricación de otros productos minerales no metálicos,239,Fabricación de productos minerales no metálicos n.c.p.,2394,"Fabricación de cemento, cal y yeso",MANUFACTURA
