year,dept_code,macrosector,value
2007,73,SERVICIOS,1396.06
2007,76,SERVICIOS,4509.88
2007,97,SERVICIOS,48.09
2007,99,SERVICIOS,108.74
2007,91,SERVICIOS,4.39
2007,05,SERVICIOS,1420.17
2007,81,SERVICIOS,12.15
2007,08,SERVICIOS,518.73
2007,11,SERVICIOS,3974.54
2007,13,SERVICIOS,192.62
2007,15,SERVICIOS,119.48
2007,17,SERVICIOS,182.6
2007,18,SERVICIOS,37.91
2007,85,SERVICIOS,25.75
2013,52,SERVICIOS,219.96
2007,19,SERVICIOS,108.11
2007,20,SERVICIOS,83.91
2007,27,SERVICIOS,20.12
2007,23,SERVICIOS,143.53
2007,25,SERVICIOS,309.66
2007,94,SERVICIOS,1.99
2007,95,SERVICIOS,6.28
2007,41,SERVICIOS,185.08
2007,44,SERVICIOS,74.8
2007,47,SERVICIOS,139.72
2007,50,SERVICIOS,127.76
2007,52,SERVICIOS,151.47
2007,54,SERVICIOS,260.43
2007,86,SERVICIOS,19.42
2007,63,SERVICIOS,101.19
2007,66,SERVICIOS,239.72
2007,88,SERVICIOS,4.47
2007,68,SERVICIOS,361.14
2007,70,SERVICIOS,72.32
2007,73,SERVICIOS,176.56
2007,76,SERVICIOS,875.57
2007,97,SERVICIOS,1.57
2007,99,SERVICIOS,2.84
2007,91,SERVICIOS,13.1
2007,05,SERVICIOS,6142.59
2007,81,SERVICIOS,71.42
2007,08,SERVICIOS,1973.2
2007,11,SERVICIOS,12291.1
2007,13,SERVICIOS,2079.49
2007,15,SERVICIOS,799.86
2007,17,SERVICIOS,758.25
2007,18,SERVICIOS,81.36
2007,85,SERVICIOS,248.05
2007,19,SERVICIOS,494.64
2007,20,SERVICIOS,263.7
2007,27,SERVICIOS,37.27
2007,23,SERVICIOS,412.86
2007,25,SERVICIOS,2498.04
2007,94,SERVICIOS,4.69
2007,95,SERVICIOS,12.83
2007,41,SERVICIOS,380.65
2007,44,SERVICIOS,151.0
2007,47,SERVICIOS,300.68
2007,50,SERVICIOS,556.97
2007,52,SERVICIOS,356.87
2007,54,SERVICIOS,432.15
2007,86,SERVICIOS,68.61
2007,63,SERVICIOS,215.11
2007,66,SERVICIOS,582.32
2007,88,SERVICIOS,43.64
2007,68,SERVICIOS,4592.75
2007,70,SERVICIOS,174.88
2007,73,SERVICIOS,660.41
2007,76,SERVICIOS,4128.42
2007,97,SERVICIOS,1.7
2007,99,SERVICIOS,14.37
2008,91,AGROPECUARIO,78.83
2008,05,AGROPECUARIO,5106.74
2008,81,AGROPECUARIO,571.05
2008,08,AGROPECUARIO,292.77
2008,11,AGROPECUARIO,11.33
2008,13,AGROPECUARIO,1032.99
2008,15,AGROPECUARIO,1926.22
2008,17,AGROPECUARIO,1031.78
2008,18,AGROPECUARIO,415.22
2008,85,AGROPECUARIO,682.57
2008,19,AGROPECUARIO,1397.17
2008,20,AGROPECUARIO,1233.25
2008,27,AGROPECUARIO,504.23
2008,23,AGROPECUARIO,1550.36
2008,25,AGROPECUARIO,5793.2
2008,94,AGROPECUARIO,15.61
2008,95,AGROPECUARIO,123.74
2008,41,AGROPECUARIO,1636.7
2008,44,AGROPECUARIO,409.43
2008,47,AGROPECUARIO,1470.21
2008,50,AGROPECUARIO,1358.79
2008,52,AGROPECUARIO,1415.17
2008,54,AGROPECUARIO,1158.6
2008,86,AGROPECUARIO,144.46
2008,63,AGROPECUARIO,861.22
2008,66,AGROPECUARIO,730.12
2008,88,AGROPECUARIO,16.36
2008,68,AGROPECUARIO,3147.69
2008,70,AGROPECUARIO,495.56
2008,73,AGROPECUARIO,2204.85
2008,76,AGROPECUARIO,3590.32
2008,97,AGROPECUARIO,21.0
2008,99,AGROPECUARIO,161.86
2008,91,MINERO,1.0
2008,05,MINERO,2434.58
2008,81,MINERO,3421.9
2008,08,MINERO,48.71
2008,11,MINERO,275.93
2008,13,MINERO,712.19
2008,15,MINERO,1270.88
2008,17,MINERO,136.26
2008,18,MINERO,6.6
2008,85,MINERO,4382.42
2008,19,MINERO,142.42
2008,20,MINERO,3536.55
2008,27,MINERO,576.73
2008,23,MINERO,197.83
2008,25,MINERO,536.94
2008,94,MINERO,27.82
2008,95,MINERO,2.91
2008,41,MINERO,1427.61
2008,44,MINERO,3480.61
2008,47,MINERO,15.54
2008,50,MINERO,4773.26
2008,52,MINERO,73.28
2008,54,MINERO,345.62
2008,86,MINERO,589.95
2008,63,MINERO,12.34
2008,66,MINERO,43.82
2008,88,MINERO,0.98
2008,68,MINERO,1270.72
2008,70,MINERO,19.1
2008,73,MINERO,1429.8
2008,76,MINERO,161.09
2008,97,MINERO,0.94
2008,99,MINERO,1.0
2008,91,MANUFACTURA,8.82
2008,05,MANUFACTURA,17404.8
2008,81,MANUFACTURA,137.06
2008,08,MANUFACTURA,5894.29
2008,11,MANUFACTURA,20354.66
2008,13,MANUFACTURA,4286.96
2008,15,MANUFACTURA,2393.6
2008,17,MANUFACTURA,1915.0
2008,18,MANUFACTURA,101.68
2008,85,MANUFACTURA,315.68
2008,19,MANUFACTURA,1732.63
2008,20,MANUFACTURA,447.82
2008,27,MANUFACTURA,26.1
2008,23,MANUFACTURA,1546.3
2008,25,MANUFACTURA,8178.53
2008,94,MANUFACTURA,7.24
2008,95,MANUFACTURA,8.97
2008,41,MANUFACTURA,461.0
2008,44,MANUFACTURA,41.63
2008,47,MANUFACTURA,399.29
2008,50,MANUFACTURA,638.03
2008,52,MANUFACTURA,322.6
2008,54,MANUFACTURA,893.44
2008,86,MANUFACTURA,36.25
2008,63,MANUFACTURA,303.91
2008,66,MANUFACTURA,1364.28
2008,88,MANUFACTURA,10.47
2008,68,MANUFACTURA,9060.25
2008,70,MANUFACTURA,624.74
2008,73,MANUFACTURA,1888.98
2008,76,MANUFACTURA,11821.76
2008,97,MANUFACTURA,0.38
2008,99,MANUFACTURA,23.37
2013,54,SERVICIOS,216.72
2008,91,CONSTRUCCIÓN,17.1
2008,05,CONSTRUCCIÓN,4702.96
2008,81,CONSTRUCCIÓN,224.6
2008,08,CONSTRUCCIÓN,1164.36
2008,11,CONSTRUCCIÓN,8772.73
2008,13,CONSTRUCCIÓN,1355.61
2008,15,CONSTRUCCIÓN,1148.12
2008,17,CONSTRUCCIÓN,606.57
2008,18,CONSTRUCCIÓN,212.12
2008,85,CONSTRUCCIÓN,421.18
2008,19,CONSTRUCCIÓN,566.79
2008,20,CONSTRUCCIÓN,571.29
2008,27,CONSTRUCCIÓN,115.76
2008,23,CONSTRUCCIÓN,711.36
2008,25,CONSTRUCCIÓN,2136.15
2008,94,CONSTRUCCIÓN,44.49
2008,95,CONSTRUCCIÓN,61.58
2008,41,CONSTRUCCIÓN,1213.19
2008,44,CONSTRUCCIÓN,427.7
2008,47,CONSTRUCCIÓN,647.91
2008,50,CONSTRUCCIÓN,1233.91
2008,52,CONSTRUCCIÓN,623.03
2008,54,CONSTRUCCIÓN,813.84
2008,86,CONSTRUCCIÓN,135.76
2008,63,CONSTRUCCIÓN,353.36
2008,66,CONSTRUCCIÓN,1062.12
2008,88,CONSTRUCCIÓN,16.04
2008,68,CONSTRUCCIÓN,3013.52
2008,70,CONSTRUCCIÓN,294.16
2008,73,CONSTRUCCIÓN,698.74
2008,76,CONSTRUCCIÓN,2850.99
2008,97,CONSTRUCCIÓN,21.7
2008,99,CONSTRUCCIÓN,27.52
2008,91,SERVICIOS,132.67
2008,05,SERVICIOS,14350.64
2008,81,SERVICIOS,373.89
2008,08,SERVICIOS,5420.98
2008,11,SERVICIOS,28578.55
2008,13,SERVICIOS,3798.03
2013,86,SERVICIOS,11.25
2008,15,SERVICIOS,3199.82
2008,17,SERVICIOS,1749.28
2008,18,SERVICIOS,493.9
2008,85,SERVICIOS,1723.82
2008,19,SERVICIOS,1377.49
2008,20,SERVICIOS,1442.87
2008,27,SERVICIOS,354.13
2008,23,SERVICIOS,1639.54
2008,25,SERVICIOS,5388.63
2008,94,SERVICIOS,40.62
2008,95,SERVICIOS,99.91
2008,41,SERVICIOS,1514.88
2008,44,SERVICIOS,822.81
2008,47,SERVICIOS,1756.94
2008,50,SERVICIOS,2391.6
2008,52,SERVICIOS,1794.36
2008,54,SERVICIOS,2028.54
2008,86,SERVICIOS,379.38
2008,63,SERVICIOS,1093.94
2008,66,SERVICIOS,1930.36
2008,88,SERVICIOS,548.9
2008,68,SERVICIOS,5063.22
2008,70,SERVICIOS,905.37
2008,73,SERVICIOS,2498.84
2008,76,SERVICIOS,10613.61
2008,97,SERVICIOS,44.73
2008,99,SERVICIOS,47.04
2008,91,SERVICIOS,4.23
2008,05,SERVICIOS,2504.56
2008,81,SERVICIOS,30.1
2008,08,SERVICIOS,747.98
2008,11,SERVICIOS,6957.52
2008,13,SERVICIOS,461.43
2008,15,SERVICIOS,323.77
2008,17,SERVICIOS,354.44
2008,18,SERVICIOS,53.34
2008,85,SERVICIOS,65.36
2008,19,SERVICIOS,126.27
2008,20,SERVICIOS,178.68
2008,27,SERVICIOS,29.02
2008,23,SERVICIOS,286.54
2008,25,SERVICIOS,924.54
2008,94,SERVICIOS,0.45
2008,95,SERVICIOS,6.16
2008,41,SERVICIOS,250.04
2008,44,SERVICIOS,44.52
2008,47,SERVICIOS,217.54
2008,50,SERVICIOS,209.97
2008,52,SERVICIOS,198.96
2008,54,SERVICIOS,214.47
2008,86,SERVICIOS,11.48
2008,63,SERVICIOS,137.97
2008,66,SERVICIOS,359.55
2008,88,SERVICIOS,14.23
2008,68,SERVICIOS,1056.23
2008,70,SERVICIOS,127.81
2008,73,SERVICIOS,415.43
2008,76,SERVICIOS,1714.0
2008,97,SERVICIOS,0.17
2008,99,SERVICIOS,4.82
2008,91,SERVICIOS,8.03
2008,05,SERVICIOS,3319.33
2008,81,SERVICIOS,41.76
2008,08,SERVICIOS,938.76
2008,11,SERVICIOS,10033.81
2008,13,SERVICIOS,399.97
2008,15,SERVICIOS,275.84
2008,17,SERVICIOS,270.65
2008,18,SERVICIOS,53.55
2008,85,SERVICIOS,100.86
2008,19,SERVICIOS,140.96
2008,20,SERVICIOS,140.0
2008,27,SERVICIOS,35.29
2008,23,SERVICIOS,188.35
2008,25,SERVICIOS,339.26
2008,94,SERVICIOS,3.89
2008,95,SERVICIOS,8.31
2008,41,SERVICIOS,223.47
2008,44,SERVICIOS,71.82
2008,47,SERVICIOS,168.68
2008,50,SERVICIOS,223.48
2008,52,SERVICIOS,211.67
2008,54,SERVICIOS,256.81
2008,86,SERVICIOS,41.66
2008,63,SERVICIOS,126.77
2008,66,SERVICIOS,282.94
2008,88,SERVICIOS,18.69
2008,68,SERVICIOS,723.84
2008,70,SERVICIOS,92.12
2008,73,SERVICIOS,297.95
2008,76,SERVICIOS,1912.71
2008,97,SERVICIOS,1.75
2008,99,SERVICIOS,7.39
2008,91,SERVICIOS,15.56
2008,05,SERVICIOS,8024.67
2008,81,SERVICIOS,116.11
2008,08,SERVICIOS,2064.44
2008,11,SERVICIOS,21819.24
2008,13,SERVICIOS,1554.16
2008,15,SERVICIOS,934.19
2008,17,SERVICIOS,701.2
2008,18,SERVICIOS,196.84
2008,85,SERVICIOS,270.0
2008,19,SERVICIOS,538.77
2008,20,SERVICIOS,598.71
2008,27,SERVICIOS,54.97
2008,23,SERVICIOS,386.27
2008,25,SERVICIOS,1583.78
2008,94,SERVICIOS,8.52
2008,95,SERVICIOS,24.64
2008,41,SERVICIOS,574.52
2008,44,SERVICIOS,288.28
2008,47,SERVICIOS,555.18
2008,50,SERVICIOS,640.19
2008,52,SERVICIOS,828.29
2008,54,SERVICIOS,865.89
2008,86,SERVICIOS,112.25
2008,63,SERVICIOS,547.21
2008,66,SERVICIOS,693.32
2008,88,SERVICIOS,40.38
2008,68,SERVICIOS,2974.91
2008,70,SERVICIOS,311.29
2008,73,SERVICIOS,801.05
2008,76,SERVICIOS,8084.22
2008,97,SERVICIOS,8.62
2008,99,SERVICIOS,21.9
2008,91,SERVICIOS,2.35
2008,05,SERVICIOS,7315.33
2008,81,SERVICIOS,13.33
2008,08,SERVICIOS,2005.28
2008,11,SERVICIOS,14237.49
2008,13,SERVICIOS,1780.4
2008,15,SERVICIOS,676.1
2008,17,SERVICIOS,871.56
2008,18,SERVICIOS,72.73
2008,85,SERVICIOS,105.9
2008,19,SERVICIOS,783.08
2008,20,SERVICIOS,446.08
2008,27,SERVICIOS,2.35
2008,23,SERVICIOS,844.81
2008,25,SERVICIOS,2081.94
2008,94,SERVICIOS,1.0
2008,95,SERVICIOS,3.53
2008,41,SERVICIOS,395.18
2008,44,SERVICIOS,16.18
2008,47,SERVICIOS,296.31
2008,50,SERVICIOS,521.78
2008,52,SERVICIOS,321.86
2008,54,SERVICIOS,359.85
2008,86,SERVICIOS,31.88
2008,63,SERVICIOS,239.23
2008,66,SERVICIOS,921.91
2008,88,SERVICIOS,31.78
2008,68,SERVICIOS,1895.75
2008,70,SERVICIOS,133.03
2008,73,SERVICIOS,703.67
2008,76,SERVICIOS,5967.32
2008,97,SERVICIOS,1.18
2008,99,SERVICIOS,2.35
2010,63,SERVICIOS,1094.62
2008,91,SERVICIOS,143.3
2008,05,SERVICIOS,8769.15
2008,81,SERVICIOS,471.79
2008,08,SERVICIOS,3655.28
2008,11,SERVICIOS,21610.13
2008,13,SERVICIOS,3319.14
2008,15,SERVICIOS,2113.43
2008,17,SERVICIOS,1558.08
2008,18,SERVICIOS,684.41
2008,85,SERVICIOS,591.3
2008,19,SERVICIOS,1906.96
2008,20,SERVICIOS,1502.93
2008,27,SERVICIOS,784.87
2008,23,SERVICIOS,2423.32
2008,25,SERVICIOS,3627.08
2008,94,SERVICIOS,71.84
2008,95,SERVICIOS,181.09
2008,41,SERVICIOS,1553.95
2008,44,SERVICIOS,990.32
2008,47,SERVICIOS,1889.81
2008,50,SERVICIOS,1536.98
2008,52,SERVICIOS,2326.05
2008,54,SERVICIOS,2052.01
2008,86,SERVICIOS,486.43
2008,63,SERVICIOS,813.02
2008,66,SERVICIOS,1506.54
2008,88,SERVICIOS,139.02
2008,68,SERVICIOS,3632.92
2008,70,SERVICIOS,1339.96
2008,73,SERVICIOS,2013.69
2008,76,SERVICIOS,6946.55
2008,97,SERVICIOS,70.34
2008,99,SERVICIOS,145.93
2008,91,SERVICIOS,5.97
2008,05,SERVICIOS,1937.34
2008,81,SERVICIOS,17.71
2008,08,SERVICIOS,709.83
2008,11,SERVICIOS,6165.33
2008,13,SERVICIOS,284.79
2008,15,SERVICIOS,205.86
2008,17,SERVICIOS,253.47
2008,18,SERVICIOS,46.41
2008,85,SERVICIOS,38.74
2008,19,SERVICIOS,129.61
2008,20,SERVICIOS,127.53
2008,27,SERVICIOS,28.32
2008,23,SERVICIOS,200.71
2013,63,SERVICIOS,144.22
2008,25,SERVICIOS,410.35
2008,94,SERVICIOS,2.65
2008,95,SERVICIOS,8.29
2008,41,SERVICIOS,255.78
2008,44,SERVICIOS,102.48
2008,47,SERVICIOS,200.17
2008,50,SERVICIOS,154.49
2008,52,SERVICIOS,249.06
2008,54,SERVICIOS,400.66
2008,86,SERVICIOS,29.91
2008,63,SERVICIOS,109.05
2008,66,SERVICIOS,309.43
2008,88,SERVICIOS,5.96
2008,68,SERVICIOS,538.8
2008,70,SERVICIOS,136.8
2008,73,SERVICIOS,262.34
2008,76,SERVICIOS,1295.26
2008,97,SERVICIOS,1.74
2008,99,SERVICIOS,2.81
2008,91,SERVICIOS,16.83
2008,05,SERVICIOS,7502.26
2008,81,SERVICIOS,98.91
2008,08,SERVICIOS,2668.09
2008,11,SERVICIOS,15390.17
2008,13,SERVICIOS,2301.55
2008,15,SERVICIOS,1074.52
2008,17,SERVICIOS,935.95
2008,18,SERVICIOS,132.04
2008,85,SERVICIOS,304.32
2008,19,SERVICIOS,833.29
2008,20,SERVICIOS,462.77
2008,27,SERVICIOS,72.06
2008,23,SERVICIOS,631.93
2008,25,SERVICIOS,3191.35
2008,94,SERVICIOS,10.01
2008,95,SERVICIOS,18.14
2008,41,SERVICIOS,577.07
2008,44,SERVICIOS,240.89
2008,47,SERVICIOS,470.87
2008,50,SERVICIOS,706.53
2008,52,SERVICIOS,469.06
2008,54,SERVICIOS,623.09
2008,86,SERVICIOS,94.42
2008,63,SERVICIOS,287.4
2008,66,SERVICIOS,795.62
2008,88,SERVICIOS,78.71
2008,68,SERVICIOS,7336.54
2008,70,SERVICIOS,291.99
2008,73,SERVICIOS,961.37
2008,76,SERVICIOS,5435.25
2008,97,SERVICIOS,4.0
2008,99,SERVICIOS,16.63
2008,91,AGROPECUARIO,39.08
2008,05,AGROPECUARIO,4030.46
2008,81,AGROPECUARIO,532.81
2008,08,AGROPECUARIO,374.48
2008,11,AGROPECUARIO,9.26
2008,13,AGROPECUARIO,998.55
2008,15,AGROPECUARIO,1358.57
2008,17,AGROPECUARIO,861.53
2008,18,AGROPECUARIO,349.0
2008,85,AGROPECUARIO,817.08
2008,19,AGROPECUARIO,910.15
2008,20,AGROPECUARIO,1094.02
2008,27,AGROPECUARIO,375.3
2008,23,AGROPECUARIO,1184.18
2008,25,AGROPECUARIO,3901.93
2008,94,AGROPECUARIO,9.43
2008,95,AGROPECUARIO,91.37
2008,41,AGROPECUARIO,1250.17
2008,44,AGROPECUARIO,318.24
2008,47,AGROPECUARIO,1154.38
2008,50,AGROPECUARIO,1575.36
2008,52,AGROPECUARIO,1100.74
2008,54,AGROPECUARIO,917.09
2008,86,AGROPECUARIO,106.97
2008,63,AGROPECUARIO,683.56
2008,66,AGROPECUARIO,699.13
2008,88,AGROPECUARIO,11.39
2008,68,AGROPECUARIO,2335.66
2008,70,AGROPECUARIO,442.23
2008,73,AGROPECUARIO,1672.6
2008,76,AGROPECUARIO,2517.23
2008,97,AGROPECUARIO,9.42
2008,99,AGROPECUARIO,137.62
2008,91,MINERO,0.8
2008,05,MINERO,1890.01
2008,81,MINERO,4193.65
2008,08,MINERO,55.91
2008,11,MINERO,325.79
2008,13,MINERO,710.8
2008,15,MINERO,1663.58
2008,17,MINERO,74.21
2008,18,MINERO,6.4
2008,85,MINERO,6023.42
2008,19,MINERO,95.2
2008,20,MINERO,4249.95
2008,27,MINERO,244.14
2008,23,MINERO,282.46
2008,25,MINERO,485.51
2008,94,MINERO,24.99
2008,95,MINERO,2.47
2008,41,MINERO,1922.73
2008,44,MINERO,4119.94
2008,47,MINERO,17.2
2008,50,MINERO,7168.05
2008,52,MINERO,44.78
2008,54,MINERO,423.47
2008,86,MINERO,814.98
2008,63,MINERO,14.39
2008,66,MINERO,42.61
2008,88,MINERO,1.11
2008,68,MINERO,1690.36
2008,70,MINERO,21.94
2008,73,MINERO,1925.74
2008,76,MINERO,137.33
2008,97,MINERO,1.05
2008,99,MINERO,0.03
2008,91,MANUFACTURA,8.43
2008,05,MANUFACTURA,15154.06
2008,81,MANUFACTURA,94.16
2008,08,MANUFACTURA,4046.85
2008,11,MANUFACTURA,15938.92
2008,13,MANUFACTURA,2791.86
2008,15,MANUFACTURA,1899.18
2008,17,MANUFACTURA,1453.89
2008,18,MANUFACTURA,94.06
2008,85,MANUFACTURA,244.34
2008,19,MANUFACTURA,1175.22
2008,20,MANUFACTURA,380.66
2008,27,MANUFACTURA,28.41
2008,23,MANUFACTURA,1343.26
2008,25,MANUFACTURA,6946.24
2008,94,MANUFACTURA,3.52
2008,95,MANUFACTURA,10.41
2008,41,MANUFACTURA,419.65
2008,44,MANUFACTURA,51.08
2008,47,MANUFACTURA,412.44
2008,50,MANUFACTURA,643.56
2008,52,MANUFACTURA,404.03
2008,54,MANUFACTURA,744.04
2008,86,MANUFACTURA,37.21
2008,63,MANUFACTURA,267.63
2008,66,MANUFACTURA,1055.46
2008,88,MANUFACTURA,12.91
2008,68,MANUFACTURA,5455.18
2008,70,MANUFACTURA,398.47
2008,73,MANUFACTURA,1240.92
2008,76,MANUFACTURA,10504.42
2008,97,MANUFACTURA,0.4
2008,99,MANUFACTURA,3.12
2008,91,CONSTRUCCIÓN,7.84
2008,05,CONSTRUCCIÓN,4029.18
2008,81,CONSTRUCCIÓN,121.95
2008,08,CONSTRUCCIÓN,929.47
2008,11,CONSTRUCCIÓN,6753.76
2008,13,CONSTRUCCIÓN,893.26
2008,15,CONSTRUCCIÓN,676.45
2008,17,CONSTRUCCIÓN,484.41
2008,18,CONSTRUCCIÓN,134.44
2008,85,CONSTRUCCIÓN,297.01
2008,19,CONSTRUCCIÓN,356.9
2008,20,CONSTRUCCIÓN,273.95
2008,27,CONSTRUCCIÓN,58.46
2008,23,CONSTRUCCIÓN,378.08
2008,25,CONSTRUCCIÓN,1070.59
2008,94,CONSTRUCCIÓN,19.32
2008,95,CONSTRUCCIÓN,42.28
2008,41,CONSTRUCCIÓN,791.41
2008,44,CONSTRUCCIÓN,198.69
2008,47,CONSTRUCCIÓN,306.14
2008,50,CONSTRUCCIÓN,865.3
2008,52,CONSTRUCCIÓN,405.22
2008,54,CONSTRUCCIÓN,412.61
2008,86,CONSTRUCCIÓN,90.63
2008,63,CONSTRUCCIÓN,223.23
2008,66,CONSTRUCCIÓN,577.55
2008,88,CONSTRUCCIÓN,12.54
2008,68,CONSTRUCCIÓN,2149.61
2008,70,CONSTRUCCIÓN,135.48
2008,73,CONSTRUCCIÓN,466.32
2008,76,CONSTRUCCIÓN,2098.48
2008,97,CONSTRUCCIÓN,6.42
2008,99,CONSTRUCCIÓN,21.07
2008,91,SERVICIOS,91.36
2008,05,SERVICIOS,10783.05
2008,81,SERVICIOS,266.28
2008,08,SERVICIOS,3864.12
2008,11,SERVICIOS,21443.74
2008,13,SERVICIOS,2795.84
2008,15,SERVICIOS,2109.79
2008,17,SERVICIOS,1258.74
2008,18,SERVICIOS,305.62
2008,85,SERVICIOS,1267.22
2008,19,SERVICIOS,959.55
2008,20,SERVICIOS,1101.73
2008,27,SERVICIOS,219.41
2008,23,SERVICIOS,1148.99
2008,25,SERVICIOS,3870.23
2008,94,SERVICIOS,23.62
2008,95,SERVICIOS,81.28
2008,41,SERVICIOS,945.0
2008,44,SERVICIOS,437.83
2008,47,SERVICIOS,1376.92
2008,50,SERVICIOS,1760.4
2008,52,SERVICIOS,1524.18
2008,54,SERVICIOS,1506.9
2008,86,SERVICIOS,269.14
2008,63,SERVICIOS,761.98
2008,66,SERVICIOS,1245.32
2008,88,SERVICIOS,372.45
2008,68,SERVICIOS,3504.16
2008,70,SERVICIOS,721.24
2008,73,SERVICIOS,1681.89
2008,76,SERVICIOS,7873.45
2008,97,SERVICIOS,26.95
2008,99,SERVICIOS,37.59
2008,91,SERVICIOS,3.86
2008,05,SERVICIOS,2189.1
2008,81,SERVICIOS,28.98
2008,08,SERVICIOS,614.56
2008,11,SERVICIOS,6672.82
2008,13,SERVICIOS,455.61
2008,15,SERVICIOS,401.45
2008,17,SERVICIOS,320.14
2008,18,SERVICIOS,54.08
2008,85,SERVICIOS,63.64
2008,19,SERVICIOS,119.71
2008,20,SERVICIOS,179.49
2008,27,SERVICIOS,28.0
2008,23,SERVICIOS,277.68
2008,25,SERVICIOS,881.28
2008,94,SERVICIOS,0.49
2008,95,SERVICIOS,6.71
2008,41,SERVICIOS,227.07
2008,44,SERVICIOS,43.21
2008,47,SERVICIOS,217.0
2008,50,SERVICIOS,248.87
2008,52,SERVICIOS,263.21
2008,54,SERVICIOS,210.66
2008,86,SERVICIOS,11.42
2008,63,SERVICIOS,136.23
2008,66,SERVICIOS,320.54
2008,88,SERVICIOS,13.7
2008,68,SERVICIOS,930.65
2008,70,SERVICIOS,126.2
2008,73,SERVICIOS,423.08
2008,76,SERVICIOS,1649.88
2008,97,SERVICIOS,0.16
2008,99,SERVICIOS,4.53
2008,91,SERVICIOS,6.72
2008,05,SERVICIOS,2743.02
2008,81,SERVICIOS,39.38
2008,08,SERVICIOS,741.91
2008,11,SERVICIOS,9171.56
2008,13,SERVICIOS,317.46
2008,15,SERVICIOS,221.6
2008,17,SERVICIOS,232.87
2008,18,SERVICIOS,41.14
2008,85,SERVICIOS,81.5
2008,19,SERVICIOS,118.34
2008,20,SERVICIOS,109.43
2008,27,SERVICIOS,26.62
2008,23,SERVICIOS,160.3
2008,25,SERVICIOS,253.1
2008,94,SERVICIOS,2.86
2008,95,SERVICIOS,7.03
2008,41,SERVICIOS,172.59
2008,44,SERVICIOS,54.24
2008,47,SERVICIOS,149.42
2008,50,SERVICIOS,174.38
2008,52,SERVICIOS,178.97
2008,54,SERVICIOS,191.92
2008,86,SERVICIOS,34.27
2008,63,SERVICIOS,101.14
2008,66,SERVICIOS,223.6
2008,88,SERVICIOS,15.64
2008,68,SERVICIOS,588.08
2008,70,SERVICIOS,78.05
2008,73,SERVICIOS,253.75
2008,76,SERVICIOS,1486.75
2008,97,SERVICIOS,1.3
2008,99,SERVICIOS,5.07
2008,91,SERVICIOS,12.18
2008,05,SERVICIOS,5582.81
2008,81,SERVICIOS,92.55
2008,08,SERVICIOS,1538.97
2008,11,SERVICIOS,17943.74
2008,13,SERVICIOS,801.42
2008,15,SERVICIOS,744.53
2008,17,SERVICIOS,415.21
2008,18,SERVICIOS,87.77
2008,85,SERVICIOS,221.87
2008,19,SERVICIOS,442.53
2008,20,SERVICIOS,473.24
2008,27,SERVICIOS,40.93
2008,23,SERVICIOS,265.89
2008,25,SERVICIOS,1286.28
2008,94,SERVICIOS,5.55
2008,95,SERVICIOS,18.43
2008,41,SERVICIOS,468.49
2008,44,SERVICIOS,114.95
2008,47,SERVICIOS,309.11
2008,50,SERVICIOS,379.3
2008,52,SERVICIOS,415.65
2008,54,SERVICIOS,663.0
2008,86,SERVICIOS,92.0
2008,63,SERVICIOS,444.83
2008,66,SERVICIOS,474.69
2008,88,SERVICIOS,37.62
2008,68,SERVICIOS,2087.28
2008,70,SERVICIOS,152.87
2008,73,SERVICIOS,472.51
2008,76,SERVICIOS,6124.25
2008,97,SERVICIOS,8.43
2008,99,SERVICIOS,17.13
2008,91,SERVICIOS,1.75
2008,05,SERVICIOS,4405.14
2008,81,SERVICIOS,8.64
2008,08,SERVICIOS,1208.09
2008,11,SERVICIOS,8420.5
2008,13,SERVICIOS,1215.99
2008,15,SERVICIOS,423.22
2008,17,SERVICIOS,549.63
2008,18,SERVICIOS,52.42
2008,85,SERVICIOS,63.45
2008,19,SERVICIOS,558.21
2008,20,SERVICIOS,265.8
2008,27,SERVICIOS,1.76
2008,23,SERVICIOS,600.98
2008,25,SERVICIOS,1265.76
2008,94,SERVICIOS,0.88
2008,95,SERVICIOS,2.64
2008,41,SERVICIOS,235.47
2008,44,SERVICIOS,12.21
2008,47,SERVICIOS,184.89
2008,50,SERVICIOS,306.32
2008,52,SERVICIOS,194.51
2008,54,SERVICIOS,220.73
2008,86,SERVICIOS,20.77
2008,63,SERVICIOS,140.69
2008,66,SERVICIOS,671.21
2008,88,SERVICIOS,27.85
2008,68,SERVICIOS,1153.48
2008,70,SERVICIOS,79.45
2008,73,SERVICIOS,429.55
2008,76,SERVICIOS,3686.36
2008,97,SERVICIOS,0.88
2008,99,SERVICIOS,1.75
2008,91,SERVICIOS,102.59
2008,05,SERVICIOS,6496.39
2008,81,SERVICIOS,349.31
2008,08,SERVICIOS,2358.22
2008,11,SERVICIOS,15076.14
2008,13,SERVICIOS,2091.29
2008,15,SERVICIOS,1617.96
2008,17,SERVICIOS,1088.9
2008,18,SERVICIOS,477.2
2008,85,SERVICIOS,420.25
2008,19,SERVICIOS,1397.04
2008,20,SERVICIOS,1040.31
2008,27,SERVICIOS,566.39
2008,23,SERVICIOS,1637.22
2008,25,SERVICIOS,2695.84
2013,66,SERVICIOS,395.16
2008,94,SERVICIOS,67.23
2008,95,SERVICIOS,156.29
2008,41,SERVICIOS,1063.6
2008,44,SERVICIOS,670.54
2008,47,SERVICIOS,1267.23
2008,50,SERVICIOS,1206.89
