year,dept_code,macrosector,value
2014,95,SERVICIOS,14.01
2014,41,SERVICIOS,334.23
2014,44,SERVICIOS,126.07
2014,47,SERVICIOS,251.53
2014,50,SERVICIOS,399.34
2014,52,SERVICIOS,312.15
2014,54,SERVICIOS,353.92
2014,86,SERVICIOS,56.1
2014,63,SERVICIOS,172.65
2014,66,SERVICIOS,411.93
2014,88,SERVICIOS,32.22
2014,68,SERVICIOS,1121.07
2014,70,SERVICIOS,146.19
2014,73,SERVICIOS,425.73
2014,76,SERVICIOS,2601.19
2014,97,SERVICIOS,3.45
2014,99,SERVICIOS,11.5
2014,91,SERVICIOS,20.03
2014,05,SERVICIOS,9227.16
2014,81,SERVICIOS,136.95
2014,08,SERVICIOS,2313.36
2014,11,SERVICIOS,25745.45
2014,13,SERVICIOS,1702.58
2014,15,SERVICIOS,1092.33
2014,17,SERVICIOS,785.36
2014,18,SERVICIOS,224.11
2014,85,SERVICIOS,320.5
2014,19,SERVICIOS,617.13
2014,20,SERVICIOS,692.69
2014,27,SERVICIOS,63.35
2014,23,SERVICIOS,440.54
2014,25,SERVICIOS,1819.63
2014,94,SERVICIOS,8.21
2014,95,SERVICIOS,28.57
2014,41,SERVICIOS,666.79
2014,44,SERVICIOS,328.93
2014,47,SERVICIOS,623.52
2014,50,SERVICIOS,779.48
2014,52,SERVICIOS,933.22
2014,54,SERVICIOS,1048.37
2014,86,SERVICIOS,133.47
2014,63,SERVICIOS,629.24
2014,66,SERVICIOS,801.54
2014,88,SERVICIOS,55.67
2014,68,SERVICIOS,3536.81
2014,70,SERVICIOS,349.7
2014,73,SERVICIOS,912.72
2014,76,SERVICIOS,9127.16
2014,97,SERVICIOS,8.32
2014,99,SERVICIOS,21.12
2014,91,SERVICIOS,2.26
2014,05,SERVICIOS,9757.05
2014,81,SERVICIOS,19.21
2014,08,SERVICIOS,2646.01
2014,11,SERVICIOS,18421.29
2014,13,SERVICIOS,2044.95
2014,15,SERVICIOS,936.61
2014,17,SERVICIOS,935.48
2014,18,SERVICIOS,103.94
2014,85,SERVICIOS,142.36
2014,19,SERVICIOS,1100.46
2014,20,SERVICIOS,607.84
2014,27,SERVICIOS,3.39
2014,23,SERVICIOS,1086.61
2014,25,SERVICIOS,2838.08
2014,94,SERVICIOS,1.13
2014,95,SERVICIOS,2.26
2014,41,SERVICIOS,550.22
2014,44,SERVICIOS,22.6
2014,47,SERVICIOS,364.93
2014,50,SERVICIOS,697.09
2014,52,SERVICIOS,405.6
2014,54,SERVICIOS,459.83
2014,86,SERVICIOS,47.45
2014,63,SERVICIOS,318.61
2014,66,SERVICIOS,1076.71
2014,88,SERVICIOS,44.83
2014,68,SERVICIOS,2243.8
2014,70,SERVICIOS,164.95
2014,73,SERVICIOS,864.3
2014,76,SERVICIOS,7301.64
2014,97,SERVICIOS,1.13
2014,99,SERVICIOS,3.39
2014,91,SERVICIOS,168.5
2014,05,SERVICIOS,11292.5
2014,81,SERVICIOS,552.05
2014,08,SERVICIOS,4635.86
2014,11,SERVICIOS,27102.8
2014,13,SERVICIOS,4449.53
2014,15,SERVICIOS,2448.07
2014,17,SERVICIOS,1764.95
2014,18,SERVICIOS,892.55
2014,85,SERVICIOS,824.44
2014,19,SERVICIOS,2482.89
2015,73,SERVICIOS,453.6
2014,20,SERVICIOS,2102.33
2014,27,SERVICIOS,992.54
2014,23,SERVICIOS,3304.31
2014,25,SERVICIOS,4682.21
2014,94,SERVICIOS,107.93
2014,95,SERVICIOS,216.46
2014,41,SERVICIOS,2074.52
2014,44,SERVICIOS,1463.52
2014,47,SERVICIOS,2526.92
2014,50,SERVICIOS,1967.07
2014,52,SERVICIOS,2822.33
2014,54,SERVICIOS,2479.4
2014,86,SERVICIOS,692.37
2014,63,SERVICIOS,982.27
2014,66,SERVICIOS,1771.48
2014,88,SERVICIOS,167.49
2014,68,SERVICIOS,4352.76
2014,70,SERVICIOS,1832.71
2014,73,SERVICIOS,2529.78
2014,76,SERVICIOS,8517.04
2014,97,SERVICIOS,98.44
2014,99,SERVICIOS,160.95
2014,91,SERVICIOS,8.37
2014,05,SERVICIOS,2335.68
2014,81,SERVICIOS,21.14
2015,76,SERVICIOS,2852.98
2014,08,SERVICIOS,793.45
2014,11,SERVICIOS,7812.51
2014,13,SERVICIOS,353.24
2014,15,SERVICIOS,242.24
2014,17,SERVICIOS,324.56
2014,18,SERVICIOS,53.48
2014,85,SERVICIOS,47.68
2014,19,SERVICIOS,186.49
2014,20,SERVICIOS,140.42
2014,27,SERVICIOS,35.19
2014,23,SERVICIOS,246.33
2014,25,SERVICIOS,533.23
2014,94,SERVICIOS,2.66
2014,95,SERVICIOS,8.79
2014,41,SERVICIOS,310.1
2014,44,SERVICIOS,128.46
2014,47,SERVICIOS,247.3
2014,50,SERVICIOS,187.13
2014,52,SERVICIOS,297.3
2014,54,SERVICIOS,486.79
2015,97,SERVICIOS,2.69
2014,86,SERVICIOS,43.13
2014,63,SERVICIOS,137.03
2014,66,SERVICIOS,391.25
2014,88,SERVICIOS,7.16
2014,68,SERVICIOS,652.78
2014,70,SERVICIOS,161.35
2014,73,SERVICIOS,315.08
2014,76,SERVICIOS,1566.66
2014,97,SERVICIOS,2.79
2014,99,SERVICIOS,4.22
2014,91,SERVICIOS,26.89
2014,05,SERVICIOS,9572.99
2014,81,SERVICIOS,114.59
2014,08,SERVICIOS,3249.23
2014,11,SERVICIOS,19981.66
2014,13,SERVICIOS,2902.23
2014,15,SERVICIOS,1361.73
2014,17,SERVICIOS,904.65
2014,18,SERVICIOS,155.84
2014,85,SERVICIOS,497.21
2014,19,SERVICIOS,1109.33
2014,20,SERVICIOS,479.41
2014,27,SERVICIOS,89.7
2014,23,SERVICIOS,770.92
2014,25,SERVICIOS,4351.95
2014,94,SERVICIOS,9.37
2014,95,SERVICIOS,22.7
2014,41,SERVICIOS,661.32
2014,44,SERVICIOS,292.2
2014,47,SERVICIOS,498.93
2014,50,SERVICIOS,1117.51
2014,52,SERVICIOS,571.4
2014,54,SERVICIOS,683.82
2014,86,SERVICIOS,129.0
2014,63,SERVICIOS,334.02
2014,66,SERVICIOS,995.42
2014,88,SERVICIOS,96.15
2014,68,SERVICIOS,8710.86
2014,70,SERVICIOS,338.77
2014,73,SERVICIOS,1127.1
2014,76,SERVICIOS,6972.51
2014,97,SERVICIOS,6.89
2014,99,SERVICIOS,14.69
2015,91,AGROPECUARIO,95.84
2015,05,AGROPECUARIO,6153.06
2015,81,AGROPECUARIO,748.31
2015,08,AGROPECUARIO,329.65
2015,11,AGROPECUARIO,12.47
2015,13,AGROPECUARIO,1196.23
2015,15,AGROPECUARIO,2142.92
2015,17,AGROPECUARIO,1274.0
2015,18,AGROPECUARIO,459.77
2015,85,AGROPECUARIO,1219.71
2015,19,AGROPECUARIO,1692.62
2015,20,AGROPECUARIO,1255.98
2015,27,AGROPECUARIO,581.68
2015,23,AGROPECUARIO,1542.7
2015,25,AGROPECUARIO,6299.94
2015,94,AGROPECUARIO,24.87
2015,95,AGROPECUARIO,129.03
2015,41,AGROPECUARIO,2112.37
2015,44,AGROPECUARIO,326.32
2015,47,AGROPECUARIO,1576.1
2015,50,AGROPECUARIO,2361.32
2015,52,AGROPECUARIO,1767.48
2015,54,AGROPECUARIO,1198.66
2015,86,AGROPECUARIO,191.48
2015,63,AGROPECUARIO,934.17
2015,66,AGROPECUARIO,845.11
2015,88,AGROPECUARIO,14.65
2015,68,AGROPECUARIO,3793.0
2015,70,AGROPECUARIO,589.47
2015,73,AGROPECUARIO,2736.9
2015,76,AGROPECUARIO,4329.24
2015,97,AGROPECUARIO,16.76
2015,99,AGROPECUARIO,172.18
2015,91,MINERO,1.02
2015,05,MINERO,2430.05
2015,81,MINERO,1703.5
2015,08,MINERO,96.13
2015,11,MINERO,322.23
2015,13,MINERO,677.22
2015,15,MINERO,2108.8
2015,17,MINERO,141.34
2015,18,MINERO,16.35
2015,85,MINERO,6351.07
2015,19,MINERO,392.39
2015,20,MINERO,4985.39
2015,27,MINERO,912.62
2015,23,MINERO,201.47
2015,25,MINERO,488.82
2015,94,MINERO,33.1
2015,95,MINERO,3.13
2015,41,MINERO,1015.32
2015,44,MINERO,3639.25
2015,47,MINERO,38.78
2015,50,MINERO,16456.49
2015,52,MINERO,486.15
2015,54,MINERO,395.07
2015,86,MINERO,1365.81
2015,63,MINERO,27.06
2015,66,MINERO,44.64
2015,88,MINERO,1.11
2015,68,MINERO,2367.01
2015,70,MINERO,42.47
2015,73,MINERO,720.05
2015,76,MINERO,160.14
2015,97,MINERO,1.01
2015,99,MINERO,2.01
2015,91,MANUFACTURA,11.17
2015,05,MANUFACTURA,19852.65
2015,81,MANUFACTURA,134.16
2015,08,MANUFACTURA,5992.16
2015,11,MANUFACTURA,19679.68
2015,13,MANUFACTURA,4274.12
2015,15,MANUFACTURA,2981.39
2015,17,MANUFACTURA,1639.07
2015,18,MANUFACTURA,98.77
2015,85,MANUFACTURA,298.33
2015,19,MANUFACTURA,2641.92
2015,20,MANUFACTURA,562.52
2015,27,MANUFACTURA,31.29
2015,23,MANUFACTURA,1341.33
2015,25,MANUFACTURA,10679.68
2015,94,MANUFACTURA,7.34
2015,95,MANUFACTURA,11.8
2015,41,MANUFACTURA,485.15
2015,44,MANUFACTURA,53.11
2015,47,MANUFACTURA,464.17
2015,50,MANUFACTURA,651.8
2015,52,MANUFACTURA,355.42
2015,54,MANUFACTURA,860.39
2015,86,MANUFACTURA,29.83
2015,63,MANUFACTURA,336.44
2015,66,MANUFACTURA,1722.6
2015,99,SERVICIOS,10.64
2015,88,MANUFACTURA,16.11
2015,68,MANUFACTURA,8327.32
2015,70,MANUFACTURA,618.63
2015,73,MANUFACTURA,1897.15
2015,76,MANUFACTURA,13728.94
2015,97,MANUFACTURA,0.39
2015,99,MANUFACTURA,4.16
2015,91,CONSTRUCCIÓN,30.17
2015,05,CONSTRUCCIÓN,8573.39
2015,81,CONSTRUCCIÓN,464.66
2015,08,CONSTRUCCIÓN,2885.19
2015,11,CONSTRUCCIÓN,9730.16
2015,13,CONSTRUCCIÓN,2912.26
2015,15,CONSTRUCCIÓN,2204.81
2015,17,CONSTRUCCIÓN,783.94
2015,18,CONSTRUCCIÓN,486.56
2015,85,CONSTRUCCIÓN,800.09
2015,19,CONSTRUCCIÓN,1289.31
2015,20,CONSTRUCCIÓN,863.63
2015,27,CONSTRUCCIÓN,178.92
2015,23,CONSTRUCCIÓN,1256.21
2015,25,CONSTRUCCIÓN,3766.98
2015,94,CONSTRUCCIÓN,50.9
2015,95,CONSTRUCCIÓN,94.08
2015,41,CONSTRUCCIÓN,2131.6
2015,44,CONSTRUCCIÓN,465.23
2015,47,CONSTRUCCIÓN,997.91
2015,50,CONSTRUCCIÓN,1954.79
2015,52,CONSTRUCCIÓN,1182.8
2015,54,CONSTRUCCIÓN,1329.03
2015,86,CONSTRUCCIÓN,214.92
2015,63,CONSTRUCCIÓN,674.34
2015,66,CONSTRUCCIÓN,953.24
2015,88,CONSTRUCCIÓN,33.47
2015,68,CONSTRUCCIÓN,6246.29
2015,70,CONSTRUCCIÓN,677.42
2015,73,CONSTRUCCIÓN,1410.24
2015,76,CONSTRUCCIÓN,3314.5
2015,97,CONSTRUCCIÓN,30.39
2015,99,CONSTRUCCIÓN,54.54
2015,91,SERVICIOS,177.75
2015,05,SERVICIOS,18733.95
2015,81,SERVICIOS,456.94
2015,08,SERVICIOS,7001.01
2015,11,SERVICIOS,39759.92
2015,13,SERVICIOS,4871.89
2015,15,SERVICIOS,4053.57
2015,17,SERVICIOS,2141.87
2015,18,SERVICIOS,603.39
2015,85,SERVICIOS,2288.66
2015,19,SERVICIOS,1778.06
2015,20,SERVICIOS,1779.52
2015,27,SERVICIOS,453.44
2015,23,SERVICIOS,1958.87
2015,25,SERVICIOS,6828.37
2015,94,SERVICIOS,46.07
2015,95,SERVICIOS,118.78
2015,41,SERVICIOS,2197.94
2015,44,SERVICIOS,1127.19
2015,47,SERVICIOS,2162.12
2015,50,SERVICIOS,3297.4
2015,52,SERVICIOS,2275.59
2015,54,SERVICIOS,2302.01
2015,86,SERVICIOS,482.71
2015,91,SERVICIOS,21.38
2015,63,SERVICIOS,1321.62
2015,66,SERVICIOS,2446.74
2015,88,SERVICIOS,725.22
2015,68,SERVICIOS,6620.81
2015,70,SERVICIOS,1116.81
2015,73,SERVICIOS,3071.06
2015,76,SERVICIOS,13115.42
2015,97,SERVICIOS,56.8
2015,99,SERVICIOS,57.5
2015,91,SERVICIOS,4.49
2015,05,SERVICIOS,3382.92
2015,81,SERVICIOS,30.54
2015,08,SERVICIOS,972.51
2015,11,SERVICIOS,9767.32
2015,13,SERVICIOS,594.85
2015,15,SERVICIOS,378.21
2015,17,SERVICIOS,393.39
2015,18,SERVICIOS,64.48
2015,85,SERVICIOS,75.89
2015,19,SERVICIOS,174.55
2015,20,SERVICIOS,245.47
2015,27,SERVICIOS,38.96
2015,23,SERVICIOS,416.21
2015,25,SERVICIOS,1207.58
2015,94,SERVICIOS,0.55
2015,95,SERVICIOS,5.84
2015,41,SERVICIOS,334.63
2015,44,SERVICIOS,85.83
2015,47,SERVICIOS,254.43
2015,50,SERVICIOS,309.66
2015,52,SERVICIOS,219.49
2015,54,SERVICIOS,240.93
2015,86,SERVICIOS,12.0
2015,63,SERVICIOS,152.49
2015,66,SERVICIOS,412.28
2015,88,SERVICIOS,17.25
2015,68,SERVICIOS,1364.01
2015,70,SERVICIOS,161.84
2015,73,SERVICIOS,477.08
2015,76,SERVICIOS,2161.47
2015,97,SERVICIOS,0.22
2015,99,SERVICIOS,3.63
2015,91,SERVICIOS,14.7
2015,05,SERVICIOS,5517.18
2015,81,SERVICIOS,61.39
2015,08,SERVICIOS,1469.11
2015,11,SERVICIOS,17122.77
2015,13,SERVICIOS,647.7
2015,15,SERVICIOS,400.89
2015,17,SERVICIOS,387.63
2015,18,SERVICIOS,83.94
2015,85,SERVICIOS,174.83
2015,19,SERVICIOS,258.94
2015,20,SERVICIOS,256.45
2015,27,SERVICIOS,61.25
2015,23,SERVICIOS,337.91
2015,25,SERVICIOS,582.41
2015,94,SERVICIOS,6.03
2015,95,SERVICIOS,13.5
2015,41,SERVICIOS,354.76
2015,44,SERVICIOS,137.87
2015,47,SERVICIOS,273.46
2015,50,SERVICIOS,424.79
2015,52,SERVICIOS,341.74
2015,54,SERVICIOS,370.97
2015,86,SERVICIOS,51.71
2015,63,SERVICIOS,186.21
2015,66,SERVICIOS,444.56
2015,88,SERVICIOS,34.29
2015,68,SERVICIOS,1200.01
2015,70,SERVICIOS,159.09
2015,73,SERVICIOS,453.6
2015,76,SERVICIOS,2852.98
2015,97,SERVICIOS,2.69
2015,99,SERVICIOS,10.64
2015,91,SERVICIOS,21.38
2015,05,SERVICIOS,9932.8
2015,81,SERVICIOS,145.76
2015,08,SERVICIOS,2482.58
2015,11,SERVICIOS,27584.3
2015,13,SERVICIOS,1820.19
2015,15,SERVICIOS,1183.44
2015,17,SERVICIOS,842.77
2015,18,SERVICIOS,239.77
2015,85,SERVICIOS,339.22
2015,19,SERVICIOS,660.83
2015,20,SERVICIOS,731.29
2015,27,SERVICIOS,66.22
2015,23,SERVICIOS,468.16
2015,25,SERVICIOS,2002.39
2015,94,SERVICIOS,8.73
2015,95,SERVICIOS,30.28
2015,41,SERVICIOS,716.73
2015,44,SERVICIOS,347.7
2015,47,SERVICIOS,666.78
2015,50,SERVICIOS,843.13
2015,52,SERVICIOS,982.58
2015,54,SERVICIOS,1119.39
2015,86,SERVICIOS,141.11
2015,63,SERVICIOS,665.74
2015,66,SERVICIOS,859.61
2015,88,SERVICIOS,59.2
2015,68,SERVICIOS,3852.66
2015,70,SERVICIOS,370.89
2015,73,SERVICIOS,977.89
2015,76,SERVICIOS,9630.04
2015,97,SERVICIOS,9.1
2015,99,SERVICIOS,22.35
2015,91,SERVICIOS,2.3
2015,05,SERVICIOS,10374.55
2015,81,SERVICIOS,19.75
2015,08,SERVICIOS,2700.18
2015,11,SERVICIOS,19230.75
2015,13,SERVICIOS,2067.22
2015,15,SERVICIOS,991.61
2015,17,SERVICIOS,992.23
2015,18,SERVICIOS,103.78
2015,85,SERVICIOS,139.18
2015,19,SERVICIOS,1162.93
2015,20,SERVICIOS,627.01
2015,27,SERVICIOS,3.5
2015,23,SERVICIOS,1073.5
2015,25,SERVICIOS,2901.5
2015,94,SERVICIOS,1.15
2015,95,SERVICIOS,2.32
2015,41,SERVICIOS,587.82
2015,44,SERVICIOS,23.79
2015,47,SERVICIOS,364.29
2015,50,SERVICIOS,703.64
2015,52,SERVICIOS,426.48
2015,54,SERVICIOS,467.51
2015,86,SERVICIOS,49.66
2015,63,SERVICIOS,336.38
2015,66,SERVICIOS,1154.84
2015,88,SERVICIOS,46.92
2015,68,SERVICIOS,2287.15
2015,70,SERVICIOS,169.89
2015,73,SERVICIOS,894.24
2015,76,SERVICIOS,7481.3
2015,97,SERVICIOS,1.15
2015,99,SERVICIOS,3.45
2015,91,SERVICIOS,182.14
2015,05,SERVICIOS,12532.15
2015,81,SERVICIOS,613.24
2015,08,SERVICIOS,5123.81
2015,11,SERVICIOS,29319.97
2015,13,SERVICIOS,4717.48
2015,15,SERVICIOS,2720.96
2015,17,SERVICIOS,1954.0
2015,18,SERVICIOS,949.47
2015,85,SERVICIOS,918.48
2015,19,SERVICIOS,2712.15
2015,20,SERVICIOS,2304.17
2015,27,SERVICIOS,1078.29
2015,23,SERVICIOS,3468.09
2015,25,SERVICIOS,5174.17
2015,94,SERVICIOS,115.65
2015,95,SERVICIOS,231.96
2015,05,SERVICIOS,9932.8
2015,41,SERVICIOS,2284.95
2015,44,SERVICIOS,1630.87
2015,47,SERVICIOS,2737.24
2015,50,SERVICIOS,2182.7
2015,52,SERVICIOS,3119.16
2015,54,SERVICIOS,2761.95
2015,86,SERVICIOS,767.57
2015,63,SERVICIOS,1084.55
2015,66,SERVICIOS,1968.02
2015,88,SERVICIOS,174.43
2015,68,SERVICIOS,4796.51
2015,70,SERVICIOS,1978.71
2015,73,SERVICIOS,2792.79
2015,76,SERVICIOS,9401.12
2015,97,SERVICIOS,104.83
2015,99,SERVICIOS,175.4
2015,91,SERVICIOS,7.67
2015,05,SERVICIOS,2500.07
2015,81,SERVICIOS,19.59
2015,08,SERVICIOS,822.03
2015,11,SERVICIOS,8276.04
2015,13,SERVICIOS,400.64
2015,15,SERVICIOS,245.4
2015,81,SERVICIOS,145.76
2015,08,SERVICIOS,2482.58
2015,17,SERVICIOS,307.51
2015,18,SERVICIOS,56.82
2015,85,SERVICIOS,45.52
2015,19,SERVICIOS,180.57
2015,20,SERVICIOS,140.47
2015,27,SERVICIOS,34.59
2015,23,SERVICIOS,238.25
2015,25,SERVICIOS,548.51
2015,94,SERVICIOS,2.28
2015,95,SERVICIOS,8.45
2015,41,SERVICIOS,310.52
2015,44,SERVICIOS,131.1
2015,47,SERVICIOS,262.53
2015,50,SERVICIOS,192.11
2015,52,SERVICIOS,302.69
2015,54,SERVICIOS,479.66
2015,86,SERVICIOS,45.4
2015,63,SERVICIOS,151.43
2015,66,SERVICIOS,400.2
2015,11,SERVICIOS,27584.3
2015,13,SERVICIOS,1820.19
2015,88,SERVICIOS,7.56
2015,68,SERVICIOS,664.9
2015,70,SERVICIOS,186.07
2015,73,SERVICIOS,321.45
2015,76,SERVICIOS,1684.58
2015,97,SERVICIOS,2.48
2015,99,SERVICIOS,4.9
2015,91,SERVICIOS,28.5
2015,05,SERVICIOS,10542.98
2015,81,SERVICIOS,105.7
2015,08,SERVICIOS,3509.48
2015,11,SERVICIOS,21596.86
2015,13,SERVICIOS,3136.91
2015,15,SERVICIOS,1517.96
2015,17,SERVICIOS,991.86
2015,18,SERVICIOS,164.43
2015,85,SERVICIOS,446.69
2015,19,SERVICIOS,1282.49
2015,20,SERVICIOS,513.53
2015,27,SERVICIOS,98.24
2015,23,SERVICIOS,829.16
2015,25,SERVICIOS,4942.67
2015,94,SERVICIOS,10.01
2015,95,SERVICIOS,23.8
2015,41,SERVICIOS,740.48
2015,44,SERVICIOS,304.7
2015,47,SERVICIOS,541.56
2015,50,SERVICIOS,1046.37
2015,52,SERVICIOS,616.41
2015,54,SERVICIOS,729.72
2015,86,SERVICIOS,113.46
2015,63,SERVICIOS,365.18
2015,66,SERVICIOS,1105.55
2015,88,SERVICIOS,98.89
2015,68,SERVICIOS,9416.15
2015,70,SERVICIOS,375.57
2015,73,SERVICIOS,1220.55
2015,76,SERVICIOS,7710.84
2015,97,SERVICIOS,7.0
2015,99,SERVICIOS,15.31
2015,91,AGROPECUARIO,95.84
2015,05,AGROPECUARIO,6153.06
2015,81,AGROPECUARIO,748.31
2015,08,AGROPECUARIO,329.65
2015,11,AGROPECUARIO,12.47
2015,13,AGROPECUARIO,1196.23
2015,15,AGROPECUARIO,2142.92
2015,17,AGROPECUARIO,1274.0
2015,18,AGROPECUARIO,459.77
2015,85,AGROPECUARIO,1219.71
2015,19,AGROPECUARIO,1692.62
2015,20,AGROPECUARIO,1255.98
2015,27,AGROPECUARIO,581.68
2015,23,AGROPECUARIO,1542.7
2015,25,AGROPECUARIO,6299.94
2015,94,AGROPECUARIO,24.87
2015,95,AGROPECUARIO,129.03
2015,41,AGROPECUARIO,2112.37
2015,44,AGROPECUARIO,326.32
2015,47,AGROPECUARIO,1576.1
2015,50,AGROPECUARIO,2361.32
2015,52,AGROPECUARIO,1767.48
2015,54,AGROPECUARIO,1198.66
2015,86,AGROPECUARIO,191.48
2015,63,AGROPECUARIO,934.17
2015,66,AGROPECUARIO,845.11
2015,88,AGROPECUARIO,14.65
2015,68,AGROPECUARIO,3793.0
2015,70,AGROPECUARIO,589.47
2015,73,AGROPECUARIO,2736.9
2015,76,AGROPECUARIO,4329.24
2015,97,AGROPECUARIO,16.76
2015,99,AGROPECUARIO,172.18
2015,91,MINERO,1.02
2015,05,MINERO,2430.05
2015,81,MINERO,1703.5
2015,08,MINERO,96.13
2015,11,MINERO,322.23
2015,13,MINERO,677.22
2015,15,MINERO,2108.8
2015,17,MINERO,141.34
2015,18,MINERO,16.35
2015,85,MINERO,6351.07
2015,19,MINERO,392.39
2015,20,MINERO,4985.39
2015,27,MINERO,912.62
2015,23,MINERO,201.47
2015,25,MINERO,488.82
2015,94,MINERO,33.1
2015,95,MINERO,3.13
2015,41,MINERO,1015.32
2015,44,MINERO,3639.25
2015,47,MINERO,38.78
2015,50,MINERO,16456.49
2015,52,MINERO,486.15
2015,54,MINERO,395.07
2015,86,MINERO,1365.81
2015,63,MINERO,27.06
2015,66,MINERO,44.64
2015,88,MINERO,1.11
2015,68,MINERO,2367.01
2015,70,MINERO,42.47
2015,73,MINERO,720.05
2015,76,MINERO,160.14
2015,97,MINERO,1.01
2015,99,MINERO,2.01
2015,91,MANUFACTURA,11.17
2015,05,MANUFACTURA,19852.65
2015,81,MANUFACTURA,134.16
2015,08,MANUFACTURA,5992.16
2015,11,MANUFACTURA,19679.68
2015,13,MANUFACTURA,4274.12
2015,15,MANUFACTURA,2981.39
2015,17,MANUFACTURA,1639.07
2015,18,MANUFACTURA,98.77
2015,85,MANUFACTURA,298.33
2015,19,MANUFACTURA,2641.92
2015,20,MANUFACTURA,562.52
2015,27,MANUFACTURA,31.29
2015,23,MANUFACTURA,1341.33
2015,25,MANUFACTURA,10679.68
2015,94,MANUFACTURA,7.34
2015,95,MANUFACTURA,11.8
2015,41,MANUFACTURA,485.15
2015,44,MANUFACTURA,53.11
2015,47,MANUFACTURA,464.17
2015,50,MANUFACTURA,651.8
2015,52,MANUFACTURA,355.42
2015,54,MANUFACTURA,860.39
2015,86,MANUFACTURA,29.83
2015,63,MANUFACTURA,336.44
2015,66,MANUFACTURA,1722.6
2015,88,MANUFACTURA,16.11
2015,68,MANUFACTURA,8327.32
2015,70,MANUFACTURA,618.63
2015,73,MANUFACTURA,1897.15
2015,76,MANUFACTURA,13728.94
2015,97,MANUFACTURA,0.39
2015,99,MANUFACTURA,4.16
2015,91,CONSTRUCCIÓN,30.17
2015,05,CONSTRUCCIÓN,8573.39
2015,81,CONSTRUCCIÓN,464.66
2015,08,CONSTRUCCIÓN,2885.19
2015,11,CONSTRUCCIÓN,9730.16
2015,13,CONSTRUCCIÓN,2912.26
2015,15,CONSTRUCCIÓN,2204.81
2015,17,CONSTRUCCIÓN,783.94
2015,18,CONSTRUCCIÓN,486.56
2015,85,CONSTRUCCIÓN,800.09
2015,19,CONSTRUCCIÓN,1289.31
2015,20,CONSTRUCCIÓN,863.63
2015,27,CONSTRUCCIÓN,178.92
2015,23,CONSTRUCCIÓN,1256.21
2015,25,CONSTRUCCIÓN,3766.98
2015,94,CONSTRUCCIÓN,50.9
2015,95,CONSTRUCCIÓN,94.08
2015,41,CONSTRUCCIÓN,2131.6
2015,44,CONSTRUCCIÓN,465.23
2015,47,CONSTRUCCIÓN,997.91
2015,50,CONSTRUCCIÓN,1954.79
2015,52,CONSTRUCCIÓN,1182.8
2015,54,CONSTRUCCIÓN,1329.03
2015,86,CONSTRUCCIÓN,214.92
2015,63,CONSTRUCCIÓN,674.34
2015,66,CONSTRUCCIÓN,953.24
2015,88,CONSTRUCCIÓN,33.47
2015,68,CONSTRUCCIÓN,6246.29
2015,70,CONSTRUCCIÓN,677.42
2015,73,CONSTRUCCIÓN,1410.24
2015,76,CONSTRUCCIÓN,3314.5
2015,97,CONSTRUCCIÓN,30.39
2015,99,CONSTRUCCIÓN,54.54
2015,91,SERVICIOS,177.75
2015,05,SERVICIOS,18733.95
2015,81,SERVICIOS,456.94
2015,08,SERVICIOS,7001.01
2015,11,SERVICIOS,39759.92
2015,13,SERVICIOS,4871.89
2015,15,SERVICIOS,4053.57
2015,17,SERVICIOS,2141.87
2015,18,SERVICIOS,603.39
2015,85,SERVICIOS,2288.66
2015,19,SERVICIOS,1778.06
2015,20,SERVICIOS,1779.52
2015,27,SERVICIOS,453.44
2015,23,SERVICIOS,1958.87
2015,25,SERVICIOS,6828.37
2015,94,SERVICIOS,46.07
2015,95,SERVICIOS,118.78
2015,41,SERVICIOS,2197.94
2015,44,SERVICIOS,1127.19
2015,47,SERVICIOS,2162.12
2015,50,SERVICIOS,3297.4
2015,52,SERVICIOS,2275.59
2015,54,SERVICIOS,2302.01
2015,86,SERVICIOS,482.71
2015,63,SERVICIOS,1321.62
2015,66,SERVICIOS,2446.74
2015,88,SERVICIOS,725.22
2015,68,SERVICIOS,6620.81
2015,70,SERVICIOS,1116.81
2015,73,SERVICIOS,3071.06
2015,76,SERVICIOS,13115.42
2015,97,SERVICIOS,56.8
2015,99,SERVICIOS,57.5
2015,91,SERVICIOS,4.49
2015,05,SERVICIOS,3382.92
2015,81,SERVICIOS,30.54
2015,08,SERVICIOS,972.51
2015,11,SERVICIOS,9767.32
2015,13,SERVICIOS,594.85
2015,15,SERVICIOS,378.21
2015,17,SERVICIOS,393.39
2015,18,SERVICIOS,64.48
2015,85,SERVICIOS,75.89
2015,19,SERVICIOS,174.55
2015,20,SERVICIOS,245.47
2015,27,SERVICIOS,38.96
2015,23,SERVICIOS,416.21
2015,25,SERVICIOS,1207.58
2015,94,SERVICIOS,0.55
2015,95,SERVICIOS,5.84
2015,41,SERVICIOS,334.63
2015,44,SERVICIOS,85.83
2015,47,SERVICIOS,254.43
2015,50,SERVICIOS,309.66
2015,52,SERVICIOS,219.49
2015,54,SERVICIOS,240.93
2015,86,SERVICIOS,12.0
2015,63,SERVICIOS,152.49
2015,66,SERVICIOS,412.28
2015,88,SERVICIOS,17.25
2015,68,SERVICIOS,1364.01
2015,70,SERVICIOS,161.84
2015,73,SERVICIOS,477.08
2015,76,SERVICIOS,2161.47
2015,97,SERVICIOS,0.22
2015,99,SERVICIOS,3.63
